timestamp,metric_type,sensor_id,value,unit
2026-07-08T00:46:07.271777Z,pressure,,0.3923,MPa
2026-07-08T00:46:08.291466Z,pressure,,0.3959,MPa
2026-07-08T00:46:09.302805Z,pressure,,0.3881,MPa
2026-07-08T00:46:10.314439Z,pressure,,0.3923,MPa
2026-07-08T00:46:11.325559Z,pressure,,0.4102,MPa
2026-07-08T00:46:12.337462Z,pressure,,0.4127,MPa
2026-07-08T00:46:13.349773Z,pressure,,0.3921,MPa
2026-07-08T00:46:14.360522Z,pressure,,0.3931,MPa
2026-07-08T00:46:15.371254Z,pressure,,0.4079,MPa
2026-07-08T00:46:16.381934Z,pressure,,0.3876,MPa
2026-07-08T00:46:17.392662Z,pressure,,0.3901,MPa
2026-07-08T00:46:18.405131Z,pressure,,0.4171,MPa
2026-07-08T00:46:19.414415Z,pressure,,0.4173,MPa
2026-07-08T00:46:20.424279Z,pressure,,0.3917,MPa
2026-07-08T00:46:21.438396Z,pressure,,0.408,MPa
2026-07-08T00:46:22.448469Z,pressure,,0.4075,MPa
2026-07-08T00:46:23.459318Z,pressure,,0.3853,MPa
2026-07-08T00:46:24.470871Z,pressure,,0.4101,MPa
2026-07-08T00:46:25.481839Z,pressure,,0.408,MPa
2026-07-08T00:46:26.492973Z,pressure,,0.4077,MPa
2026-07-08T00:46:27.504083Z,pressure,,0.3975,MPa
2026-07-08T00:46:28.515935Z,pressure,,0.3908,MPa
2026-07-08T00:46:29.527599Z,pressure,,0.4092,MPa
2026-07-08T00:46:30.539177Z,pressure,,0.409,MPa
2026-07-08T00:46:31.550110Z,pressure,,0.4058,MPa
2026-07-08T00:46:32.561892Z,pressure,,0.3876,MPa
2026-07-08T00:46:33.573767Z,pressure,,0.3903,MPa
2026-07-08T00:46:34.584723Z,pressure,,0.3884,MPa
2026-07-08T00:46:35.596454Z,pressure,,0.4144,MPa
2026-07-08T00:46:36.610012Z,pressure,,0.3931,MPa
2026-07-08T00:46:37.621364Z,pressure,,0.401,MPa
2026-07-08T00:46:38.633537Z,pressure,,0.4135,MPa
2026-07-08T00:46:39.644900Z,pressure,,0.3836,MPa
2026-07-08T00:46:40.657998Z,pressure,,0.4197,MPa
2026-07-08T00:46:41.669620Z,pressure,,0.4103,MPa
2026-07-08T00:46:42.680975Z,pressure,,0.3881,MPa
2026-07-08T00:46:43.693439Z,pressure,,0.3879,MPa
2026-07-08T00:46:44.702749Z,pressure,,0.3817,MPa
2026-07-08T00:46:45.714225Z,pressure,,0.3867,MPa
2026-07-08T00:46:46.724151Z,pressure,,0.3879,MPa
2026-07-08T00:46:47.735845Z,pressure,,0.399,MPa
2026-07-08T00:46:48.747591Z,pressure,,0.3931,MPa
2026-07-08T00:46:49.757875Z,pressure,,0.4144,MPa
2026-07-08T00:46:50.767303Z,pressure,,0.3861,MPa
2026-07-08T00:46:51.778312Z,pressure,,0.3928,MPa
2026-07-08T00:46:52.789872Z,pressure,,0.3997,MPa
2026-07-08T00:46:53.801926Z,pressure,,0.4091,MPa
