timestamp,metric_type,sensor_id,value,unit
2026-07-08T00:27:34.456182Z,pressure,,0.4114,MPa
2026-07-08T00:27:35.466871Z,pressure,,0.4002,MPa
2026-07-08T00:27:36.476212Z,pressure,,0.405,MPa
2026-07-08T00:27:37.485217Z,pressure,,0.4177,MPa
2026-07-08T00:27:38.499477Z,pressure,,0.4136,MPa
2026-07-08T00:27:39.508576Z,pressure,,0.3877,MPa
2026-07-08T00:27:40.519094Z,pressure,,0.3906,MPa
2026-07-08T00:27:41.530414Z,pressure,,0.3918,MPa
2026-07-08T00:27:42.541247Z,pressure,,0.3877,MPa
2026-07-08T00:27:43.554945Z,pressure,,0.4183,MPa
2026-07-08T00:27:44.564327Z,pressure,,0.3921,MPa
2026-07-08T00:27:45.573796Z,pressure,,0.4037,MPa
2026-07-08T00:27:46.585144Z,pressure,,0.3998,MPa
2026-07-08T00:27:47.596836Z,pressure,,0.4151,MPa
2026-07-08T00:27:48.609021Z,pressure,,0.3994,MPa
2026-07-08T00:27:49.618210Z,pressure,,0.4172,MPa
2026-07-08T00:27:50.628899Z,pressure,,0.4125,MPa
2026-07-08T00:27:51.639806Z,pressure,,0.4131,MPa
2026-07-08T00:27:52.651087Z,pressure,,0.3831,MPa
2026-07-08T00:27:53.662392Z,pressure,,0.4048,MPa
2026-07-08T00:27:54.673606Z,pressure,,0.4092,MPa
2026-07-08T00:27:55.684503Z,pressure,,0.4089,MPa
2026-07-08T00:27:56.695729Z,pressure,,0.3809,MPa
2026-07-08T00:27:57.707040Z,pressure,,0.3904,MPa
2026-07-08T00:27:58.718032Z,pressure,,0.3828,MPa
2026-07-08T00:27:59.728760Z,pressure,,0.401,MPa
2026-07-08T00:28:00.739385Z,pressure,,0.4072,MPa
2026-07-08T00:28:01.750353Z,pressure,,0.402,MPa
2026-07-08T00:28:02.761152Z,pressure,,0.3961,MPa
2026-07-08T00:28:03.770386Z,pressure,,0.3981,MPa
2026-07-08T00:28:04.781303Z,pressure,,0.3864,MPa
2026-07-08T00:28:05.792443Z,pressure,,0.3978,MPa
2026-07-08T00:28:06.804081Z,pressure,,0.4172,MPa
2026-07-08T00:28:07.815565Z,pressure,,0.4045,MPa
2026-07-08T00:28:08.826441Z,pressure,,0.3934,MPa
2026-07-08T00:28:09.837436Z,pressure,,0.3857,MPa
2026-07-08T00:28:10.848381Z,pressure,,0.3993,MPa
2026-07-08T00:28:11.859571Z,pressure,,0.4006,MPa
2026-07-08T00:28:12.870331Z,pressure,,0.4011,MPa
2026-07-08T00:28:13.881393Z,pressure,,0.3803,MPa
2026-07-08T00:28:14.892913Z,pressure,,0.3952,MPa
2026-07-08T00:28:15.904478Z,pressure,,0.3925,MPa
2026-07-08T00:28:16.915987Z,pressure,,0.3937,MPa
2026-07-08T00:28:17.926785Z,pressure,,0.3961,MPa
2026-07-08T00:28:18.937510Z,pressure,,0.3962,MPa
2026-07-08T00:28:19.948397Z,pressure,,0.4152,MPa
2026-07-08T00:28:20.957828Z,pressure,,0.3956,MPa
2026-07-08T00:28:21.969209Z,pressure,,0.4174,MPa
2026-07-08T00:28:22.980069Z,pressure,,0.3913,MPa
2026-07-08T00:28:23.990080Z,pressure,,0.4049,MPa
2026-07-08T00:28:25.001647Z,pressure,,0.4057,MPa
2026-07-08T00:28:26.011637Z,pressure,,0.3826,MPa
2026-07-08T00:28:27.022797Z,pressure,,0.3868,MPa
2026-07-08T00:28:28.033593Z,pressure,,0.3866,MPa
2026-07-08T00:28:29.043294Z,pressure,,0.3827,MPa
2026-07-08T00:28:30.054354Z,pressure,,0.3801,MPa
2026-07-08T00:28:31.063808Z,pressure,,0.4169,MPa
2026-07-08T00:28:32.075309Z,pressure,,0.4008,MPa
2026-07-08T00:28:33.088851Z,pressure,,0.3925,MPa
2026-07-08T00:28:34.098250Z,pressure,,0.4046,MPa
2026-07-08T00:28:35.109198Z,pressure,,0.398,MPa
2026-07-08T00:28:36.120963Z,pressure,,0.4164,MPa
2026-07-08T00:28:37.132127Z,pressure,,0.3842,MPa
2026-07-08T00:28:38.143267Z,pressure,,0.4199,MPa
2026-07-08T00:28:39.152697Z,pressure,,0.4112,MPa
2026-07-08T00:28:40.164168Z,pressure,,0.3836,MPa
2026-07-08T00:28:41.175913Z,pressure,,0.381,MPa
2026-07-08T00:28:42.187311Z,pressure,,0.4195,MPa
2026-07-08T00:28:43.198727Z,pressure,,0.3871,MPa
2026-07-08T00:28:44.207983Z,pressure,,0.3969,MPa
2026-07-08T00:28:45.218636Z,pressure,,0.3965,MPa
