timestamp,metric_type,sensor_id,value,unit
2026-07-08T00:13:45.510337Z,pressure,,0.3975,MPa
2026-07-08T00:13:46.519774Z,pressure,,0.3961,MPa
2026-07-08T00:13:47.530426Z,pressure,,0.402,MPa
2026-07-08T00:13:48.541442Z,pressure,,0.4157,MPa
2026-07-08T00:13:49.552818Z,pressure,,0.4171,MPa
2026-07-08T00:13:50.563822Z,pressure,,0.3842,MPa
2026-07-08T00:13:51.573410Z,pressure,,0.4078,MPa
2026-07-08T00:13:52.584271Z,pressure,,0.3866,MPa
2026-07-08T00:13:53.595100Z,pressure,,0.4147,MPa
2026-07-08T00:13:54.606367Z,pressure,,0.3879,MPa
2026-07-08T00:13:55.615581Z,pressure,,0.4183,MPa
2026-07-08T00:13:56.624936Z,pressure,,0.4047,MPa
2026-07-08T00:13:57.635859Z,pressure,,0.4083,MPa
2026-07-08T00:13:58.646754Z,pressure,,0.4084,MPa
2026-07-08T00:13:59.657691Z,pressure,,0.4199,MPa
2026-07-08T00:14:00.668772Z,pressure,,0.3897,MPa
2026-07-08T00:14:01.678096Z,pressure,,0.4043,MPa
2026-07-08T00:14:02.689200Z,pressure,,0.4012,MPa
2026-07-08T00:14:03.699799Z,pressure,,0.3921,MPa
2026-07-08T00:14:04.710700Z,pressure,,0.3993,MPa
2026-07-08T00:14:05.719689Z,pressure,,0.3906,MPa
2026-07-08T00:14:06.728856Z,pressure,,0.4113,MPa
2026-07-08T00:14:07.740020Z,pressure,,0.4199,MPa
2026-07-08T00:14:08.751104Z,pressure,,0.3809,MPa
2026-07-08T00:14:09.761980Z,pressure,,0.3983,MPa
2026-07-08T00:14:10.773086Z,pressure,,0.4193,MPa
2026-07-08T00:14:11.782686Z,pressure,,0.3898,MPa
2026-07-08T00:14:12.793410Z,pressure,,0.4069,MPa
2026-07-08T00:14:13.804162Z,pressure,,0.3806,MPa
2026-07-08T00:14:14.815106Z,pressure,,0.405,MPa
2026-07-08T00:14:15.824408Z,pressure,,0.4111,MPa
2026-07-08T00:14:16.833676Z,pressure,,0.3849,MPa
2026-07-08T00:14:17.842792Z,pressure,,0.3843,MPa
2026-07-08T00:14:18.853604Z,pressure,,0.4034,MPa
2026-07-08T00:14:19.864444Z,pressure,,0.4003,MPa
2026-07-08T00:14:20.873721Z,pressure,,0.4178,MPa
2026-07-08T00:14:21.882867Z,pressure,,0.3959,MPa
2026-07-08T00:14:22.891930Z,pressure,,0.4036,MPa
2026-07-08T00:14:23.902696Z,pressure,,0.4059,MPa
2026-07-08T00:14:24.913367Z,pressure,,0.3844,MPa
2026-07-08T00:14:25.922442Z,pressure,,0.3817,MPa
2026-07-08T00:14:26.931609Z,pressure,,0.3982,MPa
2026-07-08T00:14:27.941380Z,pressure,,0.3979,MPa
2026-07-08T00:14:28.952143Z,pressure,,0.4049,MPa
2026-07-08T00:14:29.963088Z,pressure,,0.3841,MPa
2026-07-08T00:14:30.974115Z,pressure,,0.394,MPa
2026-07-08T00:14:31.983144Z,pressure,,0.413,MPa
2026-07-08T00:14:32.992404Z,pressure,,0.4018,MPa
2026-07-08T00:14:34.003534Z,pressure,,0.4179,MPa
2026-07-08T00:14:35.014516Z,pressure,,0.402,MPa
2026-07-08T00:14:36.023498Z,pressure,,0.3819,MPa
2026-07-08T00:14:37.032818Z,pressure,,0.388,MPa
2026-07-08T00:14:38.041946Z,pressure,,0.4063,MPa
2026-07-08T00:14:39.053125Z,pressure,,0.4145,MPa
2026-07-08T00:14:40.063776Z,pressure,,0.4071,MPa
2026-07-08T00:14:41.073337Z,pressure,,0.4132,MPa
2026-07-08T00:14:42.080263Z,pressure,,0.4042,MPa
2026-07-08T00:14:43.088160Z,pressure,,0.4166,MPa
2026-07-08T00:14:44.097099Z,pressure,,0.3901,MPa
2026-07-08T00:14:45.107318Z,pressure,,0.4031,MPa
2026-07-08T00:14:46.221594Z,pressure,,0.4126,MPa
2026-07-08T00:14:47.250751Z,pressure,,0.4168,MPa
2026-07-08T00:14:48.338323Z,pressure,,0.3978,MPa
2026-07-08T00:14:49.349522Z,pressure,,0.3998,MPa
2026-07-08T00:14:50.359931Z,pressure,,0.3817,MPa
2026-07-08T00:14:51.370380Z,pressure,,0.3887,MPa
2026-07-08T00:14:52.380606Z,pressure,,0.4156,MPa
2026-07-08T00:14:53.391855Z,pressure,,0.4159,MPa
2026-07-08T00:14:54.401079Z,pressure,,0.4136,MPa
2026-07-08T00:14:55.415471Z,pressure,,0.3842,MPa
2026-07-08T00:14:56.424832Z,pressure,,0.3865,MPa
2026-07-08T00:14:57.434360Z,pressure,,0.4073,MPa
2026-07-08T00:14:58.445420Z,pressure,,0.3897,MPa
2026-07-08T00:14:59.456526Z,pressure,,0.3908,MPa
2026-07-08T00:15:00.468329Z,pressure,,0.4191,MPa
2026-07-08T00:15:01.479549Z,pressure,,0.3837,MPa
2026-07-08T00:15:02.491428Z,pressure,,0.4045,MPa
